parent,dependency,specifier,environment_marker,extra,source,resolution_status
transformers==4.25.1,timm,,extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,codecarbon,(==1.2.0),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,isort,(>=5.5.4),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,flake8,(>=3.8.3),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,fugashi,(>=1.0),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,ipadic,"(<2.0,>=1.0.0)",extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,unidic-lite,(>=1.0.7),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,unidic,(>=1.0.2),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sudachipy,(>=0.6.6),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sudachidict-core,(>=20220729),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyknp,(>=0.6.1),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,hf-doc-builder,,extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,scikit-learn,,extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxruntime,(>=1.4.0),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxruntime-tools,(>=1.4.2),extra == 'dev-torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tensorflow,"(<2.11,>=2.4)",extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxconverter-common,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tf2onnx,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tensorflow-text,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,keras-nlp,(>=0.3.1),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,torch,"(!=1.12.0,>=1.7)",extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,jax,"(!=0.3.2,<=0.3.6,>=0.2.8)",extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,jaxlib,"(<=0.3.6,>=0.1.65)",extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,flax,(>=0.4.1),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,optax,(>=0.0.8),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sentencepiece,"(!=0.1.92,>=0.1.91)",extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,protobuf,(<=3.20.2),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tokenizers,"(!=0.11.3,<0.14,>=0.11.1)",extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,torchaudio,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,librosa,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyctcdecode,(>=0.4.0),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,phonemizer,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,kenlm,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,Pillow,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,optuna,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,ray,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sigopt,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,timm,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,codecarbon,(==1.2.0),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,accelerate,(>=0.10.0),extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,hf-doc-builder,,extra == 'docs',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,hf-doc-builder,,extra == 'docs_specific',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,fairscale,(>0.3),extra == 'fairscale',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,jax,"(!=0.3.2,<=0.3.6,>=0.2.8)",extra == 'flax',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,jaxlib,"(<=0.3.6,>=0.1.65)",extra == 'flax',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,flax,(>=0.4.1),extra == 'flax',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,optax,(>=0.0.8),extra == 'flax',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,librosa,,extra == 'flax-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyctcdecode,(>=0.4.0),extra == 'flax-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,phonemizer,,extra == 'flax-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,kenlm,,extra == 'flax-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,ftfy,,extra == 'ftfy',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,optuna,,extra == 'integrations',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,ray,,extra == 'integrations',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sigopt,,extra == 'integrations',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,fugashi,(>=1.0),extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,ipadic,"(<2.0,>=1.0.0)",extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,unidic-lite,(>=1.0.7),extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,unidic,(>=1.0.2),extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sudachipy,(>=0.6.6),extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sudachidict-core,(>=20220729),extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyknp,(>=0.6.1),extra == 'ja',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,cookiecutter,(==1.7.3),extra == 'modelcreation',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,natten,(>=0.14.4),extra == 'natten',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxconverter-common,,extra == 'onnx',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tf2onnx,,extra == 'onnx',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxruntime,(>=1.4.0),extra == 'onnx',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxruntime-tools,(>=1.4.2),extra == 'onnx',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxruntime,(>=1.4.0),extra == 'onnxruntime',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxruntime-tools,(>=1.4.2),extra == 'onnxruntime',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,optuna,,extra == 'optuna',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,black,(==22.3),extra == 'quality',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,datasets,(!=2.5.0),extra == 'quality',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,isort,(>=5.5.4),extra == 'quality',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,flake8,(>=3.8.3),extra == 'quality',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,GitPython,(<3.1.19),extra == 'quality',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,hf-doc-builder,(>=0.3.0),extra == 'quality',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,ray,,extra == 'ray',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,faiss-cpu,,extra == 'retrieval',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,datasets,(!=2.5.0),extra == 'retrieval',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sagemaker,(>=2.31.0),extra == 'sagemaker',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sentencepiece,"(!=0.1.92,>=0.1.91)",extra == 'sentencepiece',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,protobuf,(<=3.20.2),extra == 'sentencepiece',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pydantic,,extra == 'serving',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,uvicorn,,extra == 'serving',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,fastapi,,extra == 'serving',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,starlette,,extra == 'serving',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sigopt,,extra == 'sigopt',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,scikit-learn,,extra == 'sklearn',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,torchaudio,,extra == 'speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,librosa,,extra == 'speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyctcdecode,(>=0.4.0),extra == 'speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,phonemizer,,extra == 'speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,kenlm,,extra == 'speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pytest,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pytest-xdist,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,timeout-decorator,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,parameterized,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,psutil,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,datasets,(!=2.5.0),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,dill,(<0.3.5),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,evaluate,(>=0.2.0),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pytest-timeout,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,black,(==22.3),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sacrebleu,"(<2.0.0,>=1.4.12)",extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,rouge-score,"(!=0.0.7,!=0.0.8,!=0.1,!=0.1.1)",extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,nltk,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,GitPython,(<3.1.19),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,hf-doc-builder,(>=0.3.0),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,protobuf,(<=3.20.2),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sacremoses,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,rjieba,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,safetensors,(>=0.2.1),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,beautifulsoup4,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,faiss-cpu,,extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,cookiecutter,(==1.7.3),extra == 'testing',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tensorflow,"(<2.11,>=2.4)",extra == 'tf',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxconverter-common,,extra == 'tf',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tf2onnx,,extra == 'tf',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tensorflow-text,,extra == 'tf',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,keras-nlp,(>=0.3.1),extra == 'tf',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tensorflow-cpu,"(<2.11,>=2.4)",extra == 'tf-cpu',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,onnxconverter-common,,extra == 'tf-cpu',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tf2onnx,,extra == 'tf-cpu',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tensorflow-text,,extra == 'tf-cpu',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,keras-nlp,(>=0.3.1),extra == 'tf-cpu',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,librosa,,extra == 'tf-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyctcdecode,(>=0.4.0),extra == 'tf-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,phonemizer,,extra == 'tf-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,kenlm,,extra == 'tf-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,timm,,extra == 'timm',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tokenizers,"(!=0.11.3,<0.14,>=0.11.1)",extra == 'tokenizers',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,torch,"(!=1.12.0,>=1.7)",extra == 'torch',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,torchaudio,,extra == 'torch-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,librosa,,extra == 'torch-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,pyctcdecode,(>=0.4.0),extra == 'torch-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,phonemizer,,extra == 'torch-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,kenlm,,extra == 'torch-speech',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,filelock,,extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,huggingface-hub,"(<1.0,>=0.10.0)",extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,importlib-metadata,,extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,numpy,(>=1.17),extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,packaging,(>=20.0),extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,protobuf,(<=3.20.2),extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,regex,(!=2019.12.17),extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,requests,,extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,sentencepiece,"(!=0.1.92,>=0.1.91)",extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,torch,"(!=1.12.0,>=1.7)",extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tokenizers,"(!=0.11.3,<0.14,>=0.11.1)",extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,tqdm,(>=4.27),extra == 'torchhub',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
transformers==4.25.1,Pillow,,extra == 'vision',,pypi_transformers_4.25.1,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,spacy-legacy,"(<3.1.0,>=3.0.10)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,spacy-loggers,"(<2.0.0,>=1.0.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,murmurhash,"(<1.1.0,>=0.28.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cymem,"(<2.1.0,>=2.0.2)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,preshed,"(<3.1.0,>=3.0.2)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,thinc,"(<8.2.0,>=8.1.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,wasabi,"(<1.1.0,>=0.9.1)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,srsly,"(<3.0.0,>=2.4.3)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,catalogue,"(<2.1.0,>=2.0.6)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,typer,"(<0.8.0,>=0.3.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,pathy,(>=0.3.5),,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,smart-open,"(<7.0.0,>=5.2.1)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,tqdm,"(<5.0.0,>=4.38.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,numpy,(>=1.15.0),,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,requests,"(<3.0.0,>=2.13.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,pydantic,"(!=1.8,!=1.8.1,<1.11.0,>=1.7.4)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,jinja2,,,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,setuptools,,,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,packaging,(>=20.0),,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,langcodes,"(<4.0.0,>=3.2.0)",,,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,typing-extensions,"(<4.2.0,>=3.7.4)","python_version < ""3.8""",,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,thinc-apple-ops,"(<1.0.0,>=0.1.0.dev0)",extra == 'apple',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy,"(<12.0.0,>=5.0.0b4)",extra == 'cuda',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-wheel,"(<12.0.0,>=11.0.0)",extra == 'cuda-autodetect',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda100,"(<12.0.0,>=5.0.0b4)",extra == 'cuda100',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda101,"(<12.0.0,>=5.0.0b4)",extra == 'cuda101',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda102,"(<12.0.0,>=5.0.0b4)",extra == 'cuda102',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda110,"(<12.0.0,>=5.0.0b4)",extra == 'cuda110',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda111,"(<12.0.0,>=5.0.0b4)",extra == 'cuda111',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda112,"(<12.0.0,>=5.0.0b4)",extra == 'cuda112',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda113,"(<12.0.0,>=5.0.0b4)",extra == 'cuda113',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda114,"(<12.0.0,>=5.0.0b4)",extra == 'cuda114',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda115,"(<12.0.0,>=5.0.0b4)",extra == 'cuda115',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda116,"(<12.0.0,>=5.0.0b4)",extra == 'cuda116',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda117,"(<12.0.0,>=5.0.0b4)",extra == 'cuda117',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda11x,"(<12.0.0,>=11.0.0)",extra == 'cuda11x',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda80,"(<12.0.0,>=5.0.0b4)",extra == 'cuda80',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda90,"(<12.0.0,>=5.0.0b4)",extra == 'cuda90',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda91,"(<12.0.0,>=5.0.0b4)",extra == 'cuda91',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,cupy-cuda92,"(<12.0.0,>=5.0.0b4)",extra == 'cuda92',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,sudachipy,"(!=0.6.1,>=0.5.2)",extra == 'ja',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,sudachidict-core,(>=20211220),extra == 'ja',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,natto-py,(>=0.9.0),extra == 'ko',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,spacy-lookups-data,"(<1.1.0,>=1.0.3)",extra == 'lookups',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,spacy-ray,"(<1.0.0,>=0.1.0)",extra == 'ray',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,pythainlp,(>=2.0),extra == 'th',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
spacy==3.4.4,spacy-transformers,"(<1.2.0,>=1.1.2)",extra == 'transformers',,pypi_spacy_3.4.4,TRANSITIVE_METADATA_KNOWN
tqdm==4.64.1,colorama,,"platform_system == ""Windows""",,pypi_tqdm_4.64.1,TRANSITIVE_METADATA_KNOWN
tqdm==4.64.1,importlib-resources,,"python_version < ""3.7""",,pypi_tqdm_4.64.1,TRANSITIVE_METADATA_KNOWN
tqdm==4.64.1,py-make,(>=0.1.0),extra == 'dev',,pypi_tqdm_4.64.1,TRANSITIVE_METADATA_KNOWN
tqdm==4.64.1,twine,,extra == 'dev',,pypi_tqdm_4.64.1,TRANSITIVE_METADATA_KNOWN
tqdm==4.64.1,wheel,,extra == 'dev',,pypi_tqdm_4.64.1,TRANSITIVE_METADATA_KNOWN
tqdm==4.64.1,ipywidgets,(>=6),extra == 'notebook',,pypi_tqdm_4.64.1,TRANSITIVE_METADATA_KNOWN
