file_id,source_url,manifest_path,allowlist_path_before,allowlist_path_after,before_exact_match,after_exact_match,before_issue,resolution,host,size,checksum_status,final_status,evidence
LINKS_035,https://downloads.dbpedia.org/2016-10/links/revyu.nt.bz2,/2016-10/links/revyu.nt.bz2,//2016-10/links/revyu.nt.bz2,/2016-10/links/revyu.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,437,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_036,https://downloads.dbpedia.org/2016-10/links/sider.nt.bz2,/2016-10/links/sider.nt.bz2,//2016-10/links/sider.nt.bz2,/2016-10/links/sider.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,16740,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_037,https://downloads.dbpedia.org/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,//2016-10/links/springer_nature_scigraph_subjects.nt.bz2,/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,29047,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_038,https://downloads.dbpedia.org/2016-10/links/tcm.nt.bz2,/2016-10/links/tcm.nt.bz2,//2016-10/links/tcm.nt.bz2,/2016-10/links/tcm.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,8704,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_039,https://downloads.dbpedia.org/2016-10/links/transparency_links.nt.bz2,/2016-10/links/transparency_links.nt.bz2,//2016-10/links/transparency_links.nt.bz2,/2016-10/links/transparency_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,1781,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_040,https://downloads.dbpedia.org/2016-10/links/uk-university-links.nt.bz2,/2016-10/links/uk-university-links.nt.bz2,//2016-10/links/uk-university-links.nt.bz2,/2016-10/links/uk-university-links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,2200,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_041,https://downloads.dbpedia.org/2016-10/links/umbel_links_fixed.nt.bz2,/2016-10/links/umbel_links_fixed.nt.bz2,//2016-10/links/umbel_links_fixed.nt.bz2,/2016-10/links/umbel_links_fixed.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,4139168,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_042,https://downloads.dbpedia.org/2016-10/links/uscensus.nt.bz2,/2016-10/links/uscensus.nt.bz2,//2016-10/links/uscensus.nt.bz2,/2016-10/links/uscensus.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,158040,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_043,https://downloads.dbpedia.org/2016-10/links/viaf2dbpedia.nt.bz2,/2016-10/links/viaf2dbpedia.nt.bz2,//2016-10/links/viaf2dbpedia.nt.bz2,/2016-10/links/viaf2dbpedia.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,1768771,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_044,https://downloads.dbpedia.org/2016-10/links/wl-example.nt.bz2,/2016-10/links/wl-example.nt.bz2,//2016-10/links/wl-example.nt.bz2,/2016-10/links/wl-example.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,404,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_045,https://downloads.dbpedia.org/2016-10/links/wordnet_links.nt.bz2,/2016-10/links/wordnet_links.nt.bz2,//2016-10/links/wordnet_links.nt.bz2,/2016-10/links/wordnet_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,3146081,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_046,https://downloads.dbpedia.org/2016-10/links/worldbank_links.nt.bz2,/2016-10/links/worldbank_links.nt.bz2,//2016-10/links/worldbank_links.nt.bz2,/2016-10/links/worldbank_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,2029,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_047,https://downloads.dbpedia.org/2016-10/links/yago_links.ttl.bz2,/2016-10/links/yago_links.ttl.bz2,//2016-10/links/yago_links.ttl.bz2,/2016-10/links/yago_links.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,37993717,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_048,https://downloads.dbpedia.org/2016-10/links/yago_taxonomy.ttl.bz2,/2016-10/links/yago_taxonomy.ttl.bz2,//2016-10/links/yago_taxonomy.ttl.bz2,/2016-10/links/yago_taxonomy.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,4240370,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_049,https://downloads.dbpedia.org/2016-10/links/yago_type_links.ttl.bz2,/2016-10/links/yago_type_links.ttl.bz2,//2016-10/links/yago_type_links.ttl.bz2,/2016-10/links/yago_type_links.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,5875928,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_050,https://downloads.dbpedia.org/2016-10/links/yago_types.ttl.bz2,/2016-10/links/yago_types.ttl.bz2,//2016-10/links/yago_types.ttl.bz2,/2016-10/links/yago_types.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,285847045,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_001,https://downloads.dbpedia.org/2016-10/core-i18n/ar/labels_en_uris_ar.ttl.bz2,/2016-10/core-i18n/ar/labels_en_uris_ar.ttl.bz2,//2016-10/core-i18n/ar/labels_en_uris_ar.ttl.bz2,/2016-10/core-i18n/ar/labels_en_uris_ar.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,4033214,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_002,https://downloads.dbpedia.org/2016-10/core-i18n/de/labels_en_uris_de.ttl.bz2,/2016-10/core-i18n/de/labels_en_uris_de.ttl.bz2,//2016-10/core-i18n/de/labels_en_uris_de.ttl.bz2,/2016-10/core-i18n/de/labels_en_uris_de.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,14757441,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_003,https://downloads.dbpedia.org/2016-10/core-i18n/es/labels_en_uris_es.ttl.bz2,/2016-10/core-i18n/es/labels_en_uris_es.ttl.bz2,//2016-10/core-i18n/es/labels_en_uris_es.ttl.bz2,/2016-10/core-i18n/es/labels_en_uris_es.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,11663333,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_004,https://downloads.dbpedia.org/2016-10/core-i18n/fr/labels_en_uris_fr.ttl.bz2,/2016-10/core-i18n/fr/labels_en_uris_fr.ttl.bz2,//2016-10/core-i18n/fr/labels_en_uris_fr.ttl.bz2,/2016-10/core-i18n/fr/labels_en_uris_fr.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,16831634,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_005,https://downloads.dbpedia.org/2016-10/core-i18n/it/labels_en_uris_it.ttl.bz2,/2016-10/core-i18n/it/labels_en_uris_it.ttl.bz2,//2016-10/core-i18n/it/labels_en_uris_it.ttl.bz2,/2016-10/core-i18n/it/labels_en_uris_it.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,12451796,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_006,https://downloads.dbpedia.org/2016-10/core-i18n/ja/labels_en_uris_ja.ttl.bz2,/2016-10/core-i18n/ja/labels_en_uris_ja.ttl.bz2,//2016-10/core-i18n/ja/labels_en_uris_ja.ttl.bz2,/2016-10/core-i18n/ja/labels_en_uris_ja.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,6939656,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_007,https://downloads.dbpedia.org/2016-10/core-i18n/nl/labels_en_uris_nl.ttl.bz2,/2016-10/core-i18n/nl/labels_en_uris_nl.ttl.bz2,//2016-10/core-i18n/nl/labels_en_uris_nl.ttl.bz2,/2016-10/core-i18n/nl/labels_en_uris_nl.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,9836159,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_008,https://downloads.dbpedia.org/2016-10/core-i18n/pl/labels_en_uris_pl.ttl.bz2,/2016-10/core-i18n/pl/labels_en_uris_pl.ttl.bz2,//2016-10/core-i18n/pl/labels_en_uris_pl.ttl.bz2,/2016-10/core-i18n/pl/labels_en_uris_pl.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,10271231,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_009,https://downloads.dbpedia.org/2016-10/core-i18n/pt/labels_en_uris_pt.ttl.bz2,/2016-10/core-i18n/pt/labels_en_uris_pt.ttl.bz2,//2016-10/core-i18n/pt/labels_en_uris_pt.ttl.bz2,/2016-10/core-i18n/pt/labels_en_uris_pt.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,8878067,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_010,https://downloads.dbpedia.org/2016-10/core-i18n/ru/labels_en_uris_ru.ttl.bz2,/2016-10/core-i18n/ru/labels_en_uris_ru.ttl.bz2,//2016-10/core-i18n/ru/labels_en_uris_ru.ttl.bz2,/2016-10/core-i18n/ru/labels_en_uris_ru.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,10933144,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_011,https://downloads.dbpedia.org/2016-10/core-i18n/zh/labels_en_uris_zh.ttl.bz2,/2016-10/core-i18n/zh/labels_en_uris_zh.ttl.bz2,//2016-10/core-i18n/zh/labels_en_uris_zh.ttl.bz2,/2016-10/core-i18n/zh/labels_en_uris_zh.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,6970631,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_012,https://downloads.dbpedia.org/2016-10/core-i18n/ar/long_abstracts_en_uris_ar.ttl.bz2,/2016-10/core-i18n/ar/long_abstracts_en_uris_ar.ttl.bz2,//2016-10/core-i18n/ar/long_abstracts_en_uris_ar.ttl.bz2,/2016-10/core-i18n/ar/long_abstracts_en_uris_ar.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,41580494,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_013,https://downloads.dbpedia.org/2016-10/core-i18n/de/long_abstracts_en_uris_de.ttl.bz2,/2016-10/core-i18n/de/long_abstracts_en_uris_de.ttl.bz2,//2016-10/core-i18n/de/long_abstracts_en_uris_de.ttl.bz2,/2016-10/core-i18n/de/long_abstracts_en_uris_de.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,147465772,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_014,https://downloads.dbpedia.org/2016-10/core-i18n/es/long_abstracts_en_uris_es.ttl.bz2,/2016-10/core-i18n/es/long_abstracts_en_uris_es.ttl.bz2,//2016-10/core-i18n/es/long_abstracts_en_uris_es.ttl.bz2,/2016-10/core-i18n/es/long_abstracts_en_uris_es.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,130307903,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_015,https://downloads.dbpedia.org/2016-10/core-i18n/fr/long_abstracts_en_uris_fr.ttl.bz2,/2016-10/core-i18n/fr/long_abstracts_en_uris_fr.ttl.bz2,//2016-10/core-i18n/fr/long_abstracts_en_uris_fr.ttl.bz2,/2016-10/core-i18n/fr/long_abstracts_en_uris_fr.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,133856751,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_016,https://downloads.dbpedia.org/2016-10/core-i18n/it/long_abstracts_en_uris_it.ttl.bz2,/2016-10/core-i18n/it/long_abstracts_en_uris_it.ttl.bz2,//2016-10/core-i18n/it/long_abstracts_en_uris_it.ttl.bz2,/2016-10/core-i18n/it/long_abstracts_en_uris_it.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,85013934,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_017,https://downloads.dbpedia.org/2016-10/core-i18n/ja/long_abstracts_en_uris_ja.ttl.bz2,/2016-10/core-i18n/ja/long_abstracts_en_uris_ja.ttl.bz2,//2016-10/core-i18n/ja/long_abstracts_en_uris_ja.ttl.bz2,/2016-10/core-i18n/ja/long_abstracts_en_uris_ja.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,62545775,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_018,https://downloads.dbpedia.org/2016-10/core-i18n/nl/long_abstracts_en_uris_nl.ttl.bz2,/2016-10/core-i18n/nl/long_abstracts_en_uris_nl.ttl.bz2,//2016-10/core-i18n/nl/long_abstracts_en_uris_nl.ttl.bz2,/2016-10/core-i18n/nl/long_abstracts_en_uris_nl.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,82360668,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_019,https://downloads.dbpedia.org/2016-10/core-i18n/pl/long_abstracts_en_uris_pl.ttl.bz2,/2016-10/core-i18n/pl/long_abstracts_en_uris_pl.ttl.bz2,//2016-10/core-i18n/pl/long_abstracts_en_uris_pl.ttl.bz2,/2016-10/core-i18n/pl/long_abstracts_en_uris_pl.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,98496657,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_020,https://downloads.dbpedia.org/2016-10/core-i18n/pt/long_abstracts_en_uris_pt.ttl.bz2,/2016-10/core-i18n/pt/long_abstracts_en_uris_pt.ttl.bz2,//2016-10/core-i18n/pt/long_abstracts_en_uris_pt.ttl.bz2,/2016-10/core-i18n/pt/long_abstracts_en_uris_pt.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,83768123,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_021,https://downloads.dbpedia.org/2016-10/core-i18n/ru/long_abstracts_en_uris_ru.ttl.bz2,/2016-10/core-i18n/ru/long_abstracts_en_uris_ru.ttl.bz2,//2016-10/core-i18n/ru/long_abstracts_en_uris_ru.ttl.bz2,/2016-10/core-i18n/ru/long_abstracts_en_uris_ru.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,111258707,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_022,https://downloads.dbpedia.org/2016-10/core-i18n/zh/long_abstracts_en_uris_zh.ttl.bz2,/2016-10/core-i18n/zh/long_abstracts_en_uris_zh.ttl.bz2,//2016-10/core-i18n/zh/long_abstracts_en_uris_zh.ttl.bz2,/2016-10/core-i18n/zh/long_abstracts_en_uris_zh.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,65171178,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_023,https://downloads.dbpedia.org/2016-10/core-i18n/ar/short_abstracts_en_uris_ar.ttl.bz2,/2016-10/core-i18n/ar/short_abstracts_en_uris_ar.ttl.bz2,//2016-10/core-i18n/ar/short_abstracts_en_uris_ar.ttl.bz2,/2016-10/core-i18n/ar/short_abstracts_en_uris_ar.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,28048144,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_024,https://downloads.dbpedia.org/2016-10/core-i18n/de/short_abstracts_en_uris_de.ttl.bz2,/2016-10/core-i18n/de/short_abstracts_en_uris_de.ttl.bz2,//2016-10/core-i18n/de/short_abstracts_en_uris_de.ttl.bz2,/2016-10/core-i18n/de/short_abstracts_en_uris_de.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,100483079,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_025,https://downloads.dbpedia.org/2016-10/core-i18n/es/short_abstracts_en_uris_es.ttl.bz2,/2016-10/core-i18n/es/short_abstracts_en_uris_es.ttl.bz2,//2016-10/core-i18n/es/short_abstracts_en_uris_es.ttl.bz2,/2016-10/core-i18n/es/short_abstracts_en_uris_es.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,83927015,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_026,https://downloads.dbpedia.org/2016-10/core-i18n/fr/short_abstracts_en_uris_fr.ttl.bz2,/2016-10/core-i18n/fr/short_abstracts_en_uris_fr.ttl.bz2,//2016-10/core-i18n/fr/short_abstracts_en_uris_fr.ttl.bz2,/2016-10/core-i18n/fr/short_abstracts_en_uris_fr.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,99360159,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_027,https://downloads.dbpedia.org/2016-10/core-i18n/it/short_abstracts_en_uris_it.ttl.bz2,/2016-10/core-i18n/it/short_abstracts_en_uris_it.ttl.bz2,//2016-10/core-i18n/it/short_abstracts_en_uris_it.ttl.bz2,/2016-10/core-i18n/it/short_abstracts_en_uris_it.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,60067242,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_028,https://downloads.dbpedia.org/2016-10/core-i18n/ja/short_abstracts_en_uris_ja.ttl.bz2,/2016-10/core-i18n/ja/short_abstracts_en_uris_ja.ttl.bz2,//2016-10/core-i18n/ja/short_abstracts_en_uris_ja.ttl.bz2,/2016-10/core-i18n/ja/short_abstracts_en_uris_ja.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,57878038,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_029,https://downloads.dbpedia.org/2016-10/core-i18n/nl/short_abstracts_en_uris_nl.ttl.bz2,/2016-10/core-i18n/nl/short_abstracts_en_uris_nl.ttl.bz2,//2016-10/core-i18n/nl/short_abstracts_en_uris_nl.ttl.bz2,/2016-10/core-i18n/nl/short_abstracts_en_uris_nl.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,55621227,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_030,https://downloads.dbpedia.org/2016-10/core-i18n/pl/short_abstracts_en_uris_pl.ttl.bz2,/2016-10/core-i18n/pl/short_abstracts_en_uris_pl.ttl.bz2,//2016-10/core-i18n/pl/short_abstracts_en_uris_pl.ttl.bz2,/2016-10/core-i18n/pl/short_abstracts_en_uris_pl.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,66748349,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_031,https://downloads.dbpedia.org/2016-10/core-i18n/pt/short_abstracts_en_uris_pt.ttl.bz2,/2016-10/core-i18n/pt/short_abstracts_en_uris_pt.ttl.bz2,//2016-10/core-i18n/pt/short_abstracts_en_uris_pt.ttl.bz2,/2016-10/core-i18n/pt/short_abstracts_en_uris_pt.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,55867677,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_032,https://downloads.dbpedia.org/2016-10/core-i18n/ru/short_abstracts_en_uris_ru.ttl.bz2,/2016-10/core-i18n/ru/short_abstracts_en_uris_ru.ttl.bz2,//2016-10/core-i18n/ru/short_abstracts_en_uris_ru.ttl.bz2,/2016-10/core-i18n/ru/short_abstracts_en_uris_ru.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,77177871,MD5,CONSISTENT,Prompt23C static regeneration
CORE_I18N_URIS_033,https://downloads.dbpedia.org/2016-10/core-i18n/zh/short_abstracts_en_uris_zh.ttl.bz2,/2016-10/core-i18n/zh/short_abstracts_en_uris_zh.ttl.bz2,//2016-10/core-i18n/zh/short_abstracts_en_uris_zh.ttl.bz2,/2016-10/core-i18n/zh/short_abstracts_en_uris_zh.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,62064852,MD5,CONSISTENT,Prompt23C static regeneration
