file_id,scope_class,directory,filename,source_url,serialization,compression,language,dataset_component,graph_target,remote_size_bytes,published_checksum_algorithm,published_checksum,etag,last_modified,payload_requested,required_for_endpoint_equivalent,selection_reason,duplicate_representation,status,evidence
LINKS_013,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,drugbank_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/drugbank_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,32460,md5,3514724da822898a9f817a77c9da27d5,"""592f3ce7-7ecc""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_014,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,eunis_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eunis_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,101388,md5,814d33b775a16cf3f85ad74bcfb18983,"""592f3ce4-18c0c""","Wed, 31 May 2017 22:00:04 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_015,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,eurostat_linkedstatistics_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,2317,md5,d10b2e9fd8166e8846c35c26285d7848,"""592f3ce7-90d""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_016,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,eurostat_wbsg.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eurostat_wbsg.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,1680,md5,4ed6a96aeb4ec86a422fdcb113b9a8ef,"""592f3ce7-690""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_017,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,factbook.nt.bz2,https://downloads.dbpedia.org/2016-10/links/factbook.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,3920,md5,8fe8240b60db5abc16343a2125ddf54b,"""592f3ce7-f50""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_018,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,gadm_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gadm_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,299334,md5,118c6994f4711d8f2eeaeba0c533d4c0,"""592f3ce4-49146""","Wed, 31 May 2017 22:00:04 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_019,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,geonames_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/geonames_links.ttl.bz2,turtle,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,4010348,md5,6ead9d5a6c6b377c2408125549e3e42d,"""595611d2-3d316c""","Fri, 30 Jun 2017 08:54:42 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_020,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,geospecies.nt.bz2,https://downloads.dbpedia.org/2016-10/links/geospecies.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,179865,md5,bca309939f56bf43c63df286f0794bed,"""592f3ce7-2be99""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_021,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,gho.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gho.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,1746,md5,e91e46eb09b7e7358a9396d7b9953e37,"""592f3ce7-6d2""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_022,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,ispra-core_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ispra-core_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,43237,md5,1a59a5128a41d27893bb60a1618e3951,"""592f3ce3-a8e5""","Wed, 31 May 2017 22:00:03 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_023,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,italian_public_schools.nt.bz2,https://downloads.dbpedia.org/2016-10/links/italian_public_schools.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,49007,md5,bae79d6e4e202466ce046f824339e3bb,"""592f3ce7-bf6f""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_024,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,linked_web_apis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linked_web_apis.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,8130,md5,02d8a7e5c19a12abd6701ed1d375e773,"""592f3ce7-1fc2""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_025,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,linkedgeodata_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedgeodata_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,933459,md5,58690bb788aae2d14a3775fbd5660906,"""592f3ce7-e3e53""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_026,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,linkedmdb_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedmdb_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,130411,md5,45fc9827317ea1e7a1916ca692672e80,"""592f3ce7-1fd6b""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_027,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,lobid.org_organization.nt.bz2,https://downloads.dbpedia.org/2016-10/links/lobid.org_organization.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,48102,md5,3023cd833bbc2cbf14b33e3d597d2917,"""592f3ce7-bbe6""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_028,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,logainmie_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/logainmie_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,10814,md5,44e364170ce3734459a4791452d83ede,"""592f3ce5-2a3e""","Wed, 31 May 2017 22:00:05 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_029,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,manifestation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/manifestation_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,85035,md5,dc6f66f486b4d6c1af84cff7335c1f7b,"""592f3ce5-14c2b""","Wed, 31 May 2017 22:00:05 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_030,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,nuts_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nuts_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,2943,md5,1ec39bb1e0287a9ead47df8e8711e392,"""592f3ce5-b7f""","Wed, 31 May 2017 22:00:05 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_031,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,nytimes.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nytimes.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,150955,md5,5f93924c7394abba45c645948b814dbb,"""592f3ce7-24dab""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_032,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,ocd_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ocd_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,16970,md5,9808bf59acf9903fcdb6876a24f213fa,"""592f3ce3-424a""","Wed, 31 May 2017 22:00:03 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_033,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,openei_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/openei_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,7615,md5,249f91ca7f158a3e990b16a2982fad5c,"""592f3ce7-1dbf""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_034,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,organisation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/organisation_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,47759,md5,05abeabec04637c619e8f9a5636746ab,"""592f3ce4-ba8f""","Wed, 31 May 2017 22:00:04 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_035,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,revyu.nt.bz2,https://downloads.dbpedia.org/2016-10/links/revyu.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,437,md5,0891e2f8bf9b43d28a8afa1900b39e38,"""592f3ce6-1b5""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_036,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,sider.nt.bz2,https://downloads.dbpedia.org/2016-10/links/sider.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,16740,md5,dd57066f0ff3d601c059cb2205909dc1,"""592f3ce7-4164""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_037,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,springer_nature_scigraph_subjects.nt.bz2,https://downloads.dbpedia.org/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,29047,md5,c79d0d2737c6ae4f649ac7a75eff843d,"""59560d52-7177""","Fri, 30 Jun 2017 08:35:30 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_038,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,tcm.nt.bz2,https://downloads.dbpedia.org/2016-10/links/tcm.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,8704,md5,db66c3ff36b015fd5bf0e6fdb6c8570a,"""592f3ce7-2200""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_039,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,transparency_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/transparency_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,1781,md5,4a1ebed507a43fadac6cb7ef1f7a12d1,"""592f3ce4-6f5""","Wed, 31 May 2017 22:00:04 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_040,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,uk-university-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uk-university-links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,2200,md5,2a2c3a38a6bce00b8ca0cf43c978700c,"""592f3ce4-898""","Wed, 31 May 2017 22:00:04 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_041,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,umbel_links_fixed.nt.bz2,https://downloads.dbpedia.org/2016-10/links/umbel_links_fixed.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,4139168,md5,e281c2fc690b691465f4ac7dbcf597e0,"""59539406-3f28a0""","Wed, 28 Jun 2017 11:33:26 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_042,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,uscensus.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uscensus.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,158040,md5,d961dd36a340d4c3aed3e65c8c24a70b,"""592f3ce6-26958""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_043,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,viaf2dbpedia.nt.bz2,https://downloads.dbpedia.org/2016-10/links/viaf2dbpedia.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,1768771,md5,dd17279267cb2b7fcfe5747143fac78c,"""592f3ce6-1afd43""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_044,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,wl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wl-example.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,404,md5,104ef0877adf64f55ee3033b85ab3dc0,"""592f3ce3-194""","Wed, 31 May 2017 22:00:03 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_045,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,wordnet_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wordnet_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,3146081,md5,41f9bf49ee7034b1cd6c75d0713221f8,"""592f3ce6-300161""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_046,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,worldbank_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/worldbank_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,2029,md5,a01476c1fa0deb2e556bf5709ea4eecd,"""592f3ce4-7ed""","Wed, 31 May 2017 22:00:04 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_047,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,yago_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_links.ttl.bz2,turtle,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,37993717,md5,707d9de894fbcec506b4dbceb76c5b42,"""595392d4-243bcf5""","Wed, 28 Jun 2017 11:28:20 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_048,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,yago_taxonomy.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_taxonomy.ttl.bz2,turtle,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,4240370,md5,11b5b3c8141b13b5765892c9676cb01a,"""595392e7-40b3f2""","Wed, 28 Jun 2017 11:28:39 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_049,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,yago_type_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_type_links.ttl.bz2,turtle,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,5875928,md5,b26f7b4ab79e6826b3049f8011b799f8,"""595392f7-59a8d8""","Wed, 28 Jun 2017 11:28:55 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_050,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,yago_types.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_types.ttl.bz2,turtle,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,285847045,md5,1ca2ecd4c83e788181b5ea4281925ed4,"""59539308-1109ae05""","Wed, 28 Jun 2017 11:29:12 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
UNAVAIL_CORE_001,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_ar.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ar.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,9b2b4412abbd6c6ac2e08593d9a1d0e2,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_002,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_de.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_de.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,733a6ddb9a4296531cb2faf04bc319a5,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_003,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_es.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_es.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,bb67bea374fb9c02c71d5c737b962324,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_004,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_fr.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_fr.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,4b7b810e57b3ccbe831b3733c0a30c87,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_005,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_it.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_it.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,a31f00aaac17f403bc360e169c5840d7,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_006,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_ja.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ja.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,0225faa39bcb99cb1642c24077bae52a,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_007,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_nl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_nl.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,de8e2c0a66bad0b5ed35486385b6e754,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_008,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_pl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_pl.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,eacae7cd77bea03444f69e0e38ab4dc9,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_009,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_pt.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_pt.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,93599f60a411e951444cc802c0c26dff,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
UNAVAIL_CORE_010,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE_BLOCKER,2016-10/core-i18n/en,labels_en_uris_ru.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ru.ttl.bz2,turtle,bz2,multi,core-checksums-missing-payload,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,,md5,43aaa1a52014ea3a133738341c10908d,,,false,conditional_blocker,listed_in_core_checksums_but_HEAD_404,false,UNAVAILABLE_404_BLOCKER,HEAD 404 Prompt23
