file_identity,prompt23_status,prompt23b_status,change_type,old_url,new_url,old_size,new_size,old_requirement,new_requirement,reason,evidence
yago_types.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/yago_types.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_types.ttl.bz2,285847045,285847045,true,true,retained,Prompt23B
labels_en_uris_ar.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ar.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ar/labels_en_uris_ar.ttl.bz2,,4033214,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_de.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_de.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/de/labels_en_uris_de.ttl.bz2,,14757441,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_es.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_es.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/es/labels_en_uris_es.ttl.bz2,,11663333,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_fr.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_fr.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/fr/labels_en_uris_fr.ttl.bz2,,16831634,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_it.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_it.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/it/labels_en_uris_it.ttl.bz2,,12451796,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_ja.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ja.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ja/labels_en_uris_ja.ttl.bz2,,6939656,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_nl.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_nl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/nl/labels_en_uris_nl.ttl.bz2,,9836159,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_pl.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_pl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/pl/labels_en_uris_pl.ttl.bz2,,10271231,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_pt.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_pt.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/pt/labels_en_uris_pt.ttl.bz2,,8878067,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_ru.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ru.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ru/labels_en_uris_ru.ttl.bz2,,10933144,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
labels_en_uris_zh.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_zh.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/zh/labels_en_uris_zh.ttl.bz2,,6970631,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_ar.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_ar.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ar/long_abstracts_en_uris_ar.ttl.bz2,,41580494,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_de.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_de.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/de/long_abstracts_en_uris_de.ttl.bz2,,147465772,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_es.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_es.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/es/long_abstracts_en_uris_es.ttl.bz2,,130307903,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_fr.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_fr.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/fr/long_abstracts_en_uris_fr.ttl.bz2,,133856751,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_it.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_it.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/it/long_abstracts_en_uris_it.ttl.bz2,,85013934,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_ja.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_ja.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ja/long_abstracts_en_uris_ja.ttl.bz2,,62545775,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_nl.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_nl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/nl/long_abstracts_en_uris_nl.ttl.bz2,,82360668,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_pl.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_pl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/pl/long_abstracts_en_uris_pl.ttl.bz2,,98496657,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_pt.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_pt.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/pt/long_abstracts_en_uris_pt.ttl.bz2,,83768123,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_ru.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_ru.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ru/long_abstracts_en_uris_ru.ttl.bz2,,111258707,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
long_abstracts_en_uris_zh.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en_uris_zh.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/zh/long_abstracts_en_uris_zh.ttl.bz2,,65171178,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_ar.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_ar.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ar/short_abstracts_en_uris_ar.ttl.bz2,,28048144,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_de.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_de.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/de/short_abstracts_en_uris_de.ttl.bz2,,100483079,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_es.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_es.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/es/short_abstracts_en_uris_es.ttl.bz2,,83927015,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_fr.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_fr.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/fr/short_abstracts_en_uris_fr.ttl.bz2,,99360159,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_it.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_it.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/it/short_abstracts_en_uris_it.ttl.bz2,,60067242,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_ja.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_ja.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ja/short_abstracts_en_uris_ja.ttl.bz2,,57878038,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_nl.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_nl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/nl/short_abstracts_en_uris_nl.ttl.bz2,,55621227,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_pl.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_pl.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/pl/short_abstracts_en_uris_pl.ttl.bz2,,66748349,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_pt.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_pt.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/pt/short_abstracts_en_uris_pt.ttl.bz2,,55867677,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_ru.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_ru.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/ru/short_abstracts_en_uris_ru.ttl.bz2,,77177871,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
short_abstracts_en_uris_zh.ttl.bz2,UNAVAILABLE_404_BLOCKER,REQUIRED_CANONICAL_FILE_VERIFIED,RESOLVED_PATH_ADDED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en_uris_zh.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/zh/short_abstracts_en_uris_zh.ttl.bz2,,62064852,conditional_blocker,true,canonical_path_is_core-i18n/{lang}/ not en/,Prompt23B HEAD+lang MD5
dbpedia_2016-10.owl,HEAD_SIZE_VERIFIED_EXCLUDED_FROM_PRIMARY_PACKAGE_PENDING_23B,EXCLUDED_NOT_ENDPOINT_COMPONENT,CONFIRMED_EXCLUSION,https://downloads.dbpedia.org/2016-10/dbpedia_2016-10.owl,https://downloads.dbpedia.org/2016-10/dbpedia_2016-10.owl,2451743,2451743,false,false,NOT_DOCUMENTED_AS_ENDPOINT_COMPONENT,not_in_four_bullet_endpoint_list
